original_index	identifier	track_type	strand	strand_pair	scale	gtex_tissue	clip_soft	sum_stat	description
2355	ENCFF198TWQ	chip	.	2355	2.0		32	mean	CHIP:H3K9me3:kidney female embryo (120 days)
2356	ENCFF327GAQ	chip	.	2356	2.0		32	mean	CHIP:H3K9me3:pancreas female adult (30 years)
2357	ENCFF312IMW	chip	.	2357	2.0		32	mean	CHIP:ZNF195:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293
2358	ENCFF835WYM	chip	.	2358	2.0		32	mean	CHIP:ETS1:GM23338 male adult (53 years) originated from GM23248
2359	ENCFF539JSB	chip	.	2359	2.0		32	mean	CHIP:GLIS2:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293
2360	ENCFF941AKN	chip	.	2360	2.0		32	mean	CHIP:H3K4me3:angular gyrus male adult (81 year)
2361	ENCFF819WFH	chip	.	2361	2.0		32	mean	CHIP:H3F3A:NCI-H929
2362	ENCFF701JGR	chip	.	2362	2.0		32	mean	CHIP:H3K4me1:small intestine female adult (30 years)
2363	ENCFF649FAV	chip	.	2363	2.0		32	mean	CHIP:H4K20me1:SU-DHL-6
2364	ENCFF288ZFT	chip	.	2364	2.0		32	mean	CHIP:ZNF560:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293
2365	ENCFF873IGF	chip	.	2365	2.0		32	mean	CHIP:H3K4me3:KMS-11
2366	ENCFF629RAA	chip	.	2366	2.0		32	mean	CHIP:H3K27ac:lung female adult (30 years)
2367	ENCFF911DRS	chip	.	2367	2.0		32	mean	CHIP:H3K9ac:smooth muscle cell originated from H9
2368	ENCFF031JNH	chip	.	2368	2.0		32	mean	CHIP:CTCF:SK-N-SH
2369	ENCFF454PBC	chip	.	2369	2.0		32	mean	CHIP:PHF8:A549
2370	ENCFF658EZL	chip	.	2370	2.0		32	mean	CHIP:MAFK:A549
2371	ENCFF434YEG	chip	.	2371	2.0		32	mean	CHIP:ZBTB33:GM12878
2372	ENCFF951YWA	chip	.	2372	2.0		32	mean	CHIP:MCM7:K562
2373	ENCFF680IWA	chip	.	2373	2.0		32	mean	CHIP:SOX6:HepG2
2374	ENCFF465TWC	chip	.	2374	2.0		32	mean	CHIP:H3K27ac:small intestine male adult (34 years)
2375	ENCFF740UWT	chip	.	2375	2.0		32	mean	CHIP:H3K27me3:tibial artery female adult (53 years)
2376	ENCFF956WVT	chip	.	2376	2.0		32	mean	CHIP:POLR2A:lower leg skin female adult (51 year)
2377	ENCFF577AQW	chip	.	2377	2.0		32	mean	CHIP:H3K9ac:Loucy
2378	ENCFF146BUS	chip	.	2378	2.0		32	mean	CHIP:ZBTB12:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293
2379	ENCFF674SFT	chip	.	2379	2.0		32	mean	CHIP:H3K36me3:breast epithelium female adult (53 years)
2380	ENCFF556RUC	chip	.	2380	2.0		32	mean	CHIP:CTCF:heart left ventricle female adult (53 years)
2381	ENCFF729XPZ	chip	.	2381	2.0		32	mean	CHIP:ATF7:HepG2
2382	ENCFF374WEW	chip	.	2382	2.0		32	mean	CHIP:H3K9me3:stomach female adult (53 years)
2383	ENCFF689NUE	chip	.	2383	2.0		32	mean	CHIP:ZNF184:K562
2384	ENCFF080PKN	chip	.	2384	2.0		32	mean	CHIP:FOSL2:MCF-7 eGFP- genetically modified using stable transfection
2385	ENCFF042LSM	chip	.	2385	2.0		32	mean	CHIP:H3K27ac:CD4-positive, alpha-beta T cell
2386	ENCFF035IBD	chip	.	2386	2.0		32	mean	CHIP:GATAD2B:K562
2387	ENCFF172ZJC	chip	.	2387	2.0		32	mean	CHIP:ZNF701:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293
2388	ENCFF932OWO	chip	.	2388	2.0		32	mean	CHIP:CTCF:ovary female adult (51 year)
2389	ENCFF958IXF	chip	.	2389	2.0		32	mean	CHIP:H3K4me3:right cardiac atrium male adult (34 years)
2390	ENCFF917EGP	chip	.	2390	2.0		32	mean	CHIP:H3K4me3:OCI-LY3
2391	ENCFF741ZGT	chip	.	2391	2.0		32	mean	CHIP:CBX3:GM12878
2392	ENCFF684OBP	chip	.	2392	2.0		32	mean	CHIP:CTCF:stomach male adult (54 years)
2393	ENCFF099BHP	chip	.	2393	2.0		32	mean	CHIP:H3K9me3:UCSF-4
2394	ENCFF191STL	chip	.	2394	2.0		32	mean	CHIP:KLF1:K562 eGFP- genetically modified using stable transfection
2395	ENCFF603JLN	chip	.	2395	2.0		32	mean	CHIP:CHD4:A549
2396	ENCFF105RLH	chip	.	2396	2.0		32	mean	CHIP:H3K27ac:lung male child (3 years)
2397	ENCFF380EUR	chip	.	2397	2.0		32	mean	CHIP:H3K27me3:neural stem progenitor cell originated from H9
2398	ENCFF822QVL	chip	.	2398	2.0		32	mean	CHIP:ZNF493:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293
2399	ENCFF572NTZ	chip	.	2399	2.0		32	mean	CHIP:ZNF138:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293
2400	ENCFF977MTB	chip	.	2400	2.0		32	mean	CHIP:EP300:gastroesophageal sphincter male adult (37 years)
2401	ENCFF028OGH	chip	.	2401	2.0		32	mean	CHIP:H3K4me3:substantia nigra female adult (75 years)
2402	ENCFF681CSL	chip	.	2402	2.0		32	mean	CHIP:MTA2:MCF-7
2403	ENCFF012YOU	chip	.	2403	2.0		32	mean	CHIP:H3K36me3:stomach male adult (34 years)
2404	ENCFF588FOZ	chip	.	2404	2.0		32	mean	CHIP:MCM2:K562
2405	ENCFF897JYH	chip	.	2405	2.0		32	mean	CHIP:H3K9me3:caudate nucleus female adult (75 years)
2406	ENCFF984HLU	chip	.	2406	2.0		32	mean	CHIP:MLLT1:GM12878
2407	ENCFF704MKQ	chip	.	2407	2.0		32	mean	CHIP:NFE2:K562 eGFP- genetically modified using stable transfection
2408	ENCFF508MXW	chip	.	2408	2.0		32	mean	CHIP:H3K4me1:breast epithelium female adult (53 years)
2409	ENCFF585VWJ	chip	.	2409	2.0		32	mean	CHIP:H3K79me1:IMR-90
2410	ENCFF802XFR	chip	.	2410	2.0		32	mean	CHIP:ZNF7:HepG2 3xFLAG using CRISPR
2411	ENCFF014MYJ	chip	.	2411	2.0		32	mean	CHIP:H3K27me3:peripheral blood mononuclear cell male adult (39 years)
2412	ENCFF242BVN	chip	.	2412	2.0		32	mean	CHIP:H3K4me3:body of pancreas male adult (54 years)
2413	ENCFF512TZG	chip	.	2413	2.0		32	mean	CHIP:H4K5ac:H9
2414	ENCFF927MHC	chip	.	2414	2.0		32	mean	CHIP:ZNF512B:MCF-7
2415	ENCFF807PSQ	chip	.	2415	2.0		32	mean	CHIP:H3K9me2:HCT116
2416	ENCFF456EBS	chip	.	2416	2.0		32	mean	CHIP:MAFK:MCF-7
2417	ENCFF604XOA	chip	.	2417	2.0		32	mean	CHIP:H3K36me3:mesenchymal stem cell originated from adipose tissue
2418	ENCFF700QJI	chip	.	2418	2.0		32	mean	CHIP:H3K9me3:PC-9
2419	ENCFF010EUT	chip	.	2419	2.0		32	mean	CHIP:H3K27ac:heart left ventricle male child (3 years)
2420	ENCFF273OEJ	chip	.	2420	2.0		32	mean	CHIP:GTF2F1:MCF-7
2421	ENCFF611IES	chip	.	2421	2.0		32	mean	CHIP:H3K36me3:myoepithelial cell of mammary gland female adult (33 years)
2422	ENCFF255VEW	chip	.	2422	2.0		32	mean	CHIP:ZHX1:K562
2423	ENCFF824WXK	chip	.	2423	2.0		32	mean	CHIP:H3K27me3:B cell male adult (37 years)
2424	ENCFF091JGF	chip	.	2424	2.0		32	mean	CHIP:H3K9me3:thyroid gland female adult (51 year)
2425	ENCFF748PHO	chip	.	2425	2.0		32	mean	CHIP:CTCF:transverse colon female adult (51 year)
2426	ENCFF675EXW	chip	.	2426	2.0		32	mean	CHIP:H3K36me3:kidney male adult (67 years)
2427	ENCFF215AYX	chip	.	2427	2.0		32	mean	CHIP:H3K9me3:iPS-15b female adult (48 years)
2428	ENCFF762ZSH	chip	.	2428	2.0		32	mean	CHIP:H3K36me3:foreskin keratinocyte male newborn
2429	ENCFF358RAF	chip	.	2429	2.0		32	mean	CHIP:H3K4me1:substantia nigra male adult (81 year)
2430	ENCFF550VRK	chip	.	2430	2.0		32	mean	CHIP:H2AFZ:NCI-H929
2431	ENCFF856FNH	chip	.	2431	2.0		32	mean	CHIP:ZXDB:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293
2432	ENCFF817PJG	chip	.	2432	2.0		32	mean	CHIP:CTCF:esophagus muscularis mucosa male adult (37 years)
2433	ENCFF362LEO	chip	.	2433	2.0		32	mean	CHIP:H3K36me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year)
2434	ENCFF606YFS	chip	.	2434	2.0		32	mean	CHIP:CTCF:MCF-7
2435	ENCFF251CHW	chip	.	2435	2.0		32	mean	CHIP:H3K9ac:skeletal muscle tissue
2436	ENCFF657IBD	chip	.	2436	2.0		32	mean	CHIP:H3K9me3:HUES48
2437	ENCFF697IBR	chip	.	2437	2.0		32	mean	CHIP:RXRB:HepG2 3xFLAG using CRISPR
2438	ENCFF181OXO	chip	.	2438	2.0		32	mean	CHIP:H3K27ac:CD4-positive, alpha-beta T cell male adult (21 year)
2439	ENCFF437RZA	chip	.	2439	2.0		32	mean	CHIP:H3K36me3:testis male adult (37 years)
2440	ENCFF605ZMK	chip	.	2440	2.0		32	mean	CHIP:H3K27ac:sigmoid colon male adult (34 years)
2441	ENCFF741MHK	chip	.	2441	2.0		32	mean	CHIP:H3K36me3:NCI-H929
2442	ENCFF283GZE	chip	.	2442	2.0		32	mean	CHIP:H3K9ac:GM23248
2443	ENCFF071DMU	chip	.	2443	2.0		32	mean	CHIP:EZH2phosphoT487:DOHH2
2444	ENCFF206SFE	chip	.	2444	2.0		32	mean	CHIP:THAP11:HepG2 3xFLAG using CRISPR
2445	ENCFF155OGQ	chip	.	2445	2.0		32	mean	CHIP:H3F3A:MM.1S
2446	ENCFF967EEA	chip	.	2446	2.0		32	mean	CHIP:USF2:A549
2447	ENCFF527AMK	chip	.	2447	2.0		32	mean	CHIP:E2F1:K562
2448	ENCFF422WMR	chip	.	2448	2.0		32	mean	CHIP:HDGF:K562
2449	ENCFF334PFQ	chip	.	2449	2.0		32	mean	CHIP:H3K9me3:liver male adult (32 years)
2450	ENCFF797FSX	chip	.	2450	2.0		32	mean	CHIP:H3K4me1:trophoblast cell originated from H1-hESC
2451	ENCFF151FXB	chip	.	2451	2.0		32	mean	CHIP:H3K27ac:SK-N-SH
2452	ENCFF638SDV	chip	.	2452	2.0		32	mean	CHIP:H3K27me3:colonic mucosa female adult (73 years)
2453	ENCFF102UVJ	chip	.	2453	2.0		32	mean	CHIP:H3K4me3:DND-41
2454	ENCFF204XKT	chip	.	2454	2.0		32	mean	CHIP:ZNF157:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293
2455	ENCFF309VNF	chip	.	2455	2.0		32	mean	CHIP:EZH2phosphoT487:OCI-LY7
2456	ENCFF712KGJ	chip	.	2456	2.0		32	mean	CHIP:H3K18ac:mesendoderm originated from H1-hESC
2457	ENCFF262CEV	chip	.	2457	2.0		32	mean	CHIP:H3K4me1:PC-3
2458	ENCFF975RQY	chip	.	2458	2.0		32	mean	CHIP:H3K27me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year)
2459	ENCFF803WBW	chip	.	2459	2.0		32	mean	CHIP:H3K9me3:placental basal plate female embryo (40 weeks)
2460	ENCFF833ETX	chip	.	2460	2.0		32	mean	CHIP:H3K9ac:lung female embryo (82 days)
2461	ENCFF444CNE	chip	.	2461	2.0		32	mean	CHIP:ZNF473:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293
2462	ENCFF938GGR	chip	.	2462	2.0		32	mean	CHIP:H3K9me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year)
2463	ENCFF174YGI	chip	.	2463	2.0		32	mean	CHIP:H3K9me3:substantia nigra male adult (81 year)
2464	ENCFF752GHN	chip	.	2464	2.0		32	mean	CHIP:H3K9me3:neurosphere female embryo (17 weeks) originated from ganglionic eminence
2465	ENCFF741BVS	chip	.	2465	2.0		32	mean	CHIP:HDAC1:K562
2466	ENCFF798EMZ	chip	.	2466	2.0		32	mean	CHIP:H3K27me3:temporal lobe female adult (75 years)
2467	ENCFF210DOS	chip	.	2467	2.0		32	mean	CHIP:NFYC:HepG2 3xFLAG using CRISPR
2468	ENCFF004UZT	chip	.	2468	2.0		32	mean	CHIP:EP300:tibial nerve female adult (51 year)
2469	ENCFF160WPD	chip	.	2469	2.0		32	mean	CHIP:FOS:MCF-7
2470	ENCFF977TEF	chip	.	2470	2.0		32	mean	CHIP:H3K4me3:natural killer cell male adult (37 years)
2471	ENCFF475SUV	chip	.	2471	2.0		32	mean	CHIP:H3K79me1:neural stem progenitor cell originated from H1-hESC
2472	ENCFF955KWH	chip	.	2472	2.0		32	mean	CHIP:ARHGAP35:K562
2473	ENCFF876EXE	chip	.	2473	2.0		32	mean	CHIP:H3K9me3:foreskin melanocyte male newborn
2474	ENCFF157VMK	chip	.	2474	2.0		32	mean	CHIP:H2AFZ:H1-hESC
2475	ENCFF249HWJ	chip	.	2475	2.0		32	mean	CHIP:CTCF:body of pancreas male adult (37 years)
2476	ENCFF055FMF	chip	.	2476	2.0		32	mean	CHIP:H3K36me3:neural progenitor cell originated from H9
2477	ENCFF443GIH	chip	.	2477	2.0		32	mean	CHIP:NCOA3:MCF-7
2478	ENCFF137FJR	chip	.	2478	2.0		32	mean	CHIP:EP300:stomach female adult (53 years)
2479	ENCFF817OYZ	chip	.	2479	2.0		32	mean	CHIP:H3K36me3:placenta male embryo (16 weeks)
2480	ENCFF988XYF	chip	.	2480	2.0		32	mean	CHIP:H3K4me3:germinal matrix male embryo (20 weeks)
2481	ENCFF736LHE	chip	.	2481	2.0		32	mean	CHIP:H3K4me3:HepG2
2482	ENCFF232QEZ	chip	.	2482	2.0		32	mean	CHIP:H3K4me1:lung male child (3 years)
2483	ENCFF431EQQ	chip	.	2483	2.0		32	mean	CHIP:H3K79me2:mesendoderm originated from H1-hESC
2484	ENCFF764XKD	chip	.	2484	2.0		32	mean	CHIP:POLR2A:Peyer's patch male adult (54 years)
2485	ENCFF576CRZ	chip	.	2485	2.0		32	mean	CHIP:H3K9me3:muscle layer of colon female adult (56 years)
2486	ENCFF927GCK	chip	.	2486	2.0		32	mean	CHIP:H3K9me3:neurosphere female embryo (17 weeks) originated from cortex
2487	ENCFF861DEQ	chip	.	2487	2.0		32	mean	CHIP:H3K4me3:colonic mucosa female adult (73 years)
2488	ENCFF711EZH	chip	.	2488	2.0		32	mean	CHIP:H3K27ac:CD4-positive, CD25-positive, alpha-beta regulatory T cell
2489	ENCFF633LAF	chip	.	2489	2.0		32	mean	CHIP:H3K4me3:esophagus male adult (34 years)
2490	ENCFF126BUH	chip	.	2490	2.0		32	mean	CHIP:ZNF644:HepG2 3xFLAG using CRISPR
2491	ENCFF796NYG	chip	.	2491	2.0		32	mean	CHIP:H3K9me3:esophagus muscularis mucosa female adult (53 years)
2492	ENCFF032KUS	chip	.	2492	2.0		32	mean	CHIP:H3K4me3:endothelial cell of umbilical vein male newborn
2493	ENCFF093FLS	chip	.	2493	2.0		32	mean	CHIP:H3K4me3:CD4-positive, CD25-positive, alpha-beta regulatory T cell
2494	ENCFF883TLY	chip	.	2494	2.0		32	mean	CHIP:H3K4me1:chorionic villus embryo (16 weeks)
2495	ENCFF689QGV	chip	.	2495	2.0		32	mean	CHIP:H3K79me1:IMR-90
2496	ENCFF971LUI	chip	.	2496	2.0		32	mean	CHIP:H3K27ac:fibroblast of breast female adult (17 years)
2497	ENCFF563CUY	chip	.	2497	2.0		32	mean	CHIP:ZNF197:K562 eGFP- genetically modified using CRISPR
2498	ENCFF884DJG	chip	.	2498	2.0		32	mean	CHIP:H3K9me1:IMR-90
2499	ENCFF652DFI	chip	.	2499	2.0		32	mean	CHIP:H3K36me3:CD4-positive, alpha-beta memory T cell
2500	ENCFF469CEQ	chip	.	2500	2.0		32	mean	CHIP:EP300:tibial nerve male adult (37 years)
2501	ENCFF404LTK	chip	.	2501	2.0		32	mean	CHIP:H3K4me1:OCI-LY3
2502	ENCFF198HBU	chip	.	2502	2.0		32	mean	CHIP:H3K36me3:A673
2503	ENCFF069QJI	chip	.	2503	2.0		32	mean	CHIP:H3K27me3:endocrine pancreas male adult (46 years)
2504	ENCFF744XNM	chip	.	2504	2.0		32	mean	CHIP:H3K27me3:iPS-15b female adult (48 years)
2505	ENCFF836USZ	chip	.	2505	2.0		32	mean	CHIP:CTCF:lower leg skin male adult (37 years)
2506	ENCFF310XVY	chip	.	2506	2.0		32	mean	CHIP:H3K27me3:thyroid gland male adult (54 years)
2507	ENCFF623QXD	chip	.	2507	2.0		32	mean	CHIP:H3K27ac:stomach female adult (30 years)
2508	ENCFF834FDG	chip	.	2508	2.0		32	mean	CHIP:NFIB:MCF-7
2509	ENCFF888JOO	chip	.	2509	2.0		32	mean	CHIP:BRD4:K562
2510	ENCFF411SAF	chip	.	2510	2.0		32	mean	CHIP:H3K9ac:HUES6
2511	ENCFF850RAU	chip	.	2511	2.0		32	mean	CHIP:EZH2phosphoT487:OCI-LY3
2512	ENCFF668LIG	chip	.	2512	2.0		32	mean	CHIP:NFE2L2:A549
2513	ENCFF309YBQ	chip	.	2513	2.0		32	mean	CHIP:H3K9ac:mucosa of rectum female adult (61 year)
2514	ENCFF476BNO	chip	.	2514	2.0		32	mean	CHIP:H3K36me3:liver male adult (78 years)
2515	ENCFF113PLA	chip	.	2515	2.0		32	mean	CHIP:ZNF433:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293
2516	ENCFF638BJN	chip	.	2516	2.0		32	mean	CHIP:ZFP1:HepG2 3xFLAG using CRISPR
2517	ENCFF897XDW	chip	.	2517	2.0		32	mean	CHIP:H3K4me1:neutrophil male
2518	ENCFF330MXO	chip	.	2518	2.0		32	mean	CHIP:H3K9me3:SU-DHL-6
2519	ENCFF118DJE	chip	.	2519	2.0		32	mean	CHIP:SMARCA4:K562
2520	ENCFF185TTH	chip	.	2520	2.0		32	mean	CHIP:RUNX1:K562
2521	ENCFF921YAQ	chip	.	2521	2.0		32	mean	CHIP:H3K27me3:endocrine pancreas adult (59 years)
2522	ENCFF178UXM	chip	.	2522	2.0		32	mean	CHIP:H3K27me3:ascending aorta female adult (53 years)
2523	ENCFF448DBP	chip	.	2523	2.0		32	mean	CHIP:TFE3:HepG2 3xFLAG using CRISPR
2524	ENCFF293GPX	chip	.	2524	2.0		32	mean	CHIP:H3K36me3:spleen female adult (53 years)
2525	ENCFF832BFI	chip	.	2525	2.0		32	mean	CHIP:GATA4:HepG2
2526	ENCFF561TKX	chip	.	2526	2.0		32	mean	CHIP:ARNT:GM12878
2527	ENCFF089NBN	chip	.	2527	2.0		32	mean	CHIP:FUS:HepG2
2528	ENCFF843CXH	chip	.	2528	2.0		32	mean	CHIP:ZNF512:K562 eGFP- genetically modified using stable transfection
2529	ENCFF117WAO	chip	.	2529	2.0		32	mean	CHIP:EZH2phosphoT487:GM23338 male adult (53 years) originated from GM23248
2530	ENCFF226RHI	chip	.	2530	2.0		32	mean	CHIP:NBN:MCF-7
2531	ENCFF904ZMJ	chip	.	2531	2.0		32	mean	CHIP:H3K9me3:skeletal muscle tissue male adult (54 years)
2532	ENCFF482DLD	chip	.	2532	2.0		32	mean	CHIP:H3K9me3:large intestine male embryo (108 days)
2533	ENCFF022MRT	chip	.	2533	2.0		32	mean	CHIP:H3F3A:neural progenitor cell originated from H9
2534	ENCFF315NRF	chip	.	2534	2.0		32	mean	CHIP:H3K9ac:angular gyrus female adult (75 years)
2535	ENCFF869HFT	chip	.	2535	2.0		32	mean	CHIP:H3K9ac:bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days
2536	ENCFF739SJR	chip	.	2536	2.0		32	mean	CHIP:H3K23ac:trophoblast cell originated from H1-hESC
2537	ENCFF627QFP	chip	.	2537	2.0		32	mean	CHIP:ZFP64:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293
2538	ENCFF880HJF	chip	.	2538	2.0		32	mean	CHIP:H3K27ac:right atrium auricular region female adult (53 years)
2539	ENCFF861SBJ	chip	.	2539	2.0		32	mean	CHIP:H3K79me1:mesenchymal stem cell originated from H1-hESC
2540	ENCFF283FON	chip	.	2540	2.0		32	mean	CHIP:PHF20:K562
2541	ENCFF515YNU	chip	.	2541	2.0		32	mean	CHIP:ZNF510:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293
2542	ENCFF509ZBB	chip	.	2542	2.0		32	mean	CHIP:H3K27me3:fibroblast of breast female adult (17 years)
2543	ENCFF243OEH	chip	.	2543	2.0		32	mean	CHIP:H3K4me3:UCSF-4
2544	ENCFF124MGU	chip	.	2544	2.0		32	mean	CHIP:H3K9me3:right cardiac atrium male adult (34 years)
2545	ENCFF906KUK	chip	.	2545	2.0		32	mean	CHIP:RBPJ:HepG2 3xFLAG using CRISPR
2546	ENCFF597XDB	chip	.	2546	2.0		32	mean	CHIP:ETS2:K562 eGFP- genetically modified using stable transfection
2547	ENCFF700DPA	chip	.	2547	2.0		32	mean	CHIP:H3K4me3:skeletal muscle myoblast male adult (22 years)
2548	ENCFF548KBM	chip	.	2548	2.0		32	mean	CHIP:H3K27ac:body of pancreas male adult (54 years)
2549	ENCFF259FFL	chip	.	2549	2.0		32	mean	CHIP:H3K27ac:thyroid gland male adult (37 years)
2550	ENCFF660RWC	chip	.	2550	2.0		32	mean	CHIP:H3K36me3:mammary epithelial cell female adult (18 years)
2551	ENCFF061BXV	chip	.	2551	2.0		32	mean	CHIP:H3K27ac:OCI-LY1
2552	ENCFF829NYY	chip	.	2552	2.0		32	mean	CHIP:H3K27ac:VCaP
2553	ENCFF328AZH	chip	.	2553	2.0		32	mean	CHIP:ETV6:GM12878
2554	ENCFF630KAJ	chip	.	2554	2.0		32	mean	CHIP:H3K4me1:subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year)
2555	ENCFF257WVJ	chip	.	2555	2.0		32	mean	CHIP:ZNF507:K562 eGFP- genetically modified using stable transfection
2556	ENCFF714FHY	chip	.	2556	2.0		32	mean	CHIP:H2AK5ac:mesendoderm originated from H1-hESC
2557	ENCFF827REY	chip	.	2557	2.0		32	mean	CHIP:H3K9me3:placenta female embryo (113 days)
2558	ENCFF419EMP	chip	.	2558	2.0		32	mean	CHIP:HNF4A:liver male adult (32 years)
2559	ENCFF473CJP	chip	.	2559	2.0		32	mean	CHIP:ZNF589:K562 eGFP- genetically modified using CRISPR
2560	ENCFF818AGB	chip	.	2560	2.0		32	mean	CHIP:ZNF416:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293
2561	ENCFF207QAE	chip	.	2561	2.0		32	mean	CHIP:H3K79me2:Karpas-422
2562	ENCFF020ZHY	chip	.	2562	2.0		32	mean	CHIP:H3K27ac:cingulate gyrus female adult (75 years)
2563	ENCFF788ZYB	chip	.	2563	2.0		32	mean	CHIP:H3K9me3:OCI-LY3
2564	ENCFF588KME	chip	.	2564	2.0		32	mean	CHIP:H3K18ac:mesenchymal stem cell originated from H1-hESC
2565	ENCFF453VLW	chip	.	2565	2.0		32	mean	CHIP:IRF2:HepG2 3xFLAG using CRISPR
2566	ENCFF100XMW	chip	.	2566	2.0		32	mean	CHIP:KLF7:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293
2567	ENCFF052NHH	chip	.	2567	2.0		32	mean	CHIP:SCRT1:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293
2568	ENCFF535CDG	chip	.	2568	2.0		32	mean	CHIP:H3K4me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (49 years)
2569	ENCFF092RSX	chip	.	2569	2.0		32	mean	CHIP:H3K9me3:peripheral blood mononuclear cell female adult (28 years)
2570	ENCFF477RTV	chip	.	2570	2.0		32	mean	CHIP:H3K4me3:adrenal gland female adult (53 years)
2571	ENCFF989CWU	chip	.	2571	2.0		32	mean	CHIP:H3K36me3:naive thymus-derived CD4-positive, alpha-beta T cell
2572	ENCFF764LRI	chip	.	2572	2.0		32	mean	CHIP:TBX3:HepG2
2573	ENCFF469VIV	chip	.	2573	2.0		32	mean	CHIP:CTCF:vagina female adult (53 years)
2574	ENCFF617MCD	chip	.	2574	2.0		32	mean	CHIP:H3K27ac:chorionic villus male embryo (16 weeks)
2575	ENCFF078OGK	chip	.	2575	2.0		32	mean	CHIP:H3K4me3:esophagus muscularis mucosa female adult (53 years)
2576	ENCFF415CJV	chip	.	2576	2.0		32	mean	CHIP:H3K27me3:spleen male child (3 years)
2577	ENCFF314TEX	chip	.	2577	2.0		32	mean	CHIP:KLF13:K562 eGFP- genetically modified using stable transfection
2578	ENCFF864VYP	chip	.	2578	2.0		32	mean	CHIP:H3K4me3:neural cell
2579	ENCFF117OCW	chip	.	2579	2.0		32	mean	CHIP:CTCF:transverse colon male adult (37 years)
2580	ENCFF682YSX	chip	.	2580	2.0		32	mean	CHIP:H3K27ac:temporal lobe female adult (75 years)
2581	ENCFF336ZFU	chip	.	2581	2.0		32	mean	CHIP:RNF2:K562
2582	ENCFF859GUF	chip	.	2582	2.0		32	mean	CHIP:POLR2A:body of pancreas female adult (51 year)
2583	ENCFF635CKC	chip	.	2583	2.0		32	mean	CHIP:H3K36me3:effector memory CD4-positive, alpha-beta T cell
2584	ENCFF698BBP	chip	.	2584	2.0		32	mean	CHIP:H3K79me2:GM23248
2585	ENCFF430NDD	chip	.	2585	2.0		32	mean	CHIP:H3K4me3:testis male adult (37 years)
2586	ENCFF478HIR	chip	.	2586	2.0		32	mean	CHIP:CTCF:A673
2587	ENCFF806EVC	chip	.	2587	2.0		32	mean	CHIP:SREBF2:HeLa-S3
2588	ENCFF338MNH	chip	.	2588	2.0		32	mean	CHIP:H3K27me3:tibial nerve female adult (53 years)
2589	ENCFF342YVM	chip	.	2589	2.0		32	mean	CHIP:H3K27ac:pancreas male adult (34 years)
2590	ENCFF073GYV	chip	.	2590	2.0		32	mean	CHIP:H3K9me3:trophoblast female embryo (20 weeks)
2591	ENCFF578UME	chip	.	2591	2.0		32	mean	CHIP:ARNT:K562
2592	ENCFF256PUQ	chip	.	2592	2.0		32	mean	CHIP:H3K9me3:right lobe of liver female adult (53 years)
2593	ENCFF590YLH	chip	.	2593	2.0		32	mean	CHIP:H3K27ac:peripheral blood mononuclear cell male adult (32 years)
2594	ENCFF671XER	chip	.	2594	2.0		32	mean	CHIP:H3K27me3:angular gyrus male adult (81 year)
2595	ENCFF626EKV	chip	.	2595	2.0		32	mean	CHIP:H3K4me1:UCSF-4
2596	ENCFF508TIU	chip	.	2596	2.0		32	mean	CHIP:KLF11:HepG2 3xFLAG using CRISPR
2597	ENCFF468GIA	chip	.	2597	2.0		32	mean	CHIP:H3K36me3:heart right ventricle male child (3 years)
2598	ENCFF648KAV	chip	.	2598	2.0		32	mean	CHIP:HBP1:HepG2 3xFLAG using CRISPR
2599	ENCFF032ZFY	chip	.	2599	2.0		32	mean	CHIP:CTCF:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293
2600	ENCFF395HFM	chip	.	2600	2.0		32	mean	CHIP:EZH2phosphoT487:PC-3
2601	ENCFF410WYL	chip	.	2601	2.0		32	mean	CHIP:H3K4me1:lung female embryo (120 days)
2602	ENCFF387BYC	chip	.	2602	2.0		32	mean	CHIP:CEBPZ:K562
2603	ENCFF374NIY	chip	.	2603	2.0		32	mean	CHIP:RCOR1:A549
2604	ENCFF293VSF	chip	.	2604	2.0		32	mean	CHIP:CTCF:stomach male adult (37 years)
